province_name,city_name,district_name,school_name,stage,status,lat,long,province_area,total_population,total_education_age_population,has_valid_coord
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 02 SUNGAI AMBAWANG,SD,N,-0.5557,109.7534,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SD NEGERI 08 TELUK PAKEDAI,SD,N,-0.3159,109.1504,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 12 SUNGAI KAKAP,SD,N,-0.219,109.0815,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP NEGERI 2 SUNGAI RAYA,SMP,N,-0.0718,109.3759,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 31 BATU AMPAR,SD,N,-0.8086,109.8701,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMAS INDONESIA MUDA SUNGAI RAYA,SMA,S,-0.126,109.4092,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 11 SUNGAI KAKAP,SD,N,-0.109,109.1473,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 03 SUNGAI KAKAP,SD,N,-0.1578,109.2433,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMAS BINA BANGSA SUNGAI RAYA,SMA,S,-0.3086,109.5749,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SD NEGERI 03 TELUK PAKEDAI,SD,N,-0.2563,109.1382,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 21 SUNGAI AMBAWANG,SD,N,-0.0366,109.4139,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD NEGERI 13 KUALA MANDOR B,SD,N,-0.0283,109.5016,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SD NEGERI 07 TERENTANG,SD,N,-0.375,109.5496,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 11 SUNGAI AMBAWANG,SD,N,-0.0387,109.5821,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 15 SUNGAI KAKAP,SD,N,-0.0267,109.2128,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 04 SUNGAI RAYA,SD,N,-0.1311,109.4401,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD KARTIKA V-9IIIA,SD,S,-0.0709,109.3746,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMAS HIDAYATUL MUHSININ,SMA,S,-0.0766,109.3053,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SD NEGERI 08 TERENTANG,SD,N,-0.3597,109.5946,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 18 SUNGAI KAKAP,SD,N,-0.0119,109.2354,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 17 SUNGAI AMBAWANG,SD,N,-0.0958,109.5554,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SD NEGERI 13 TERENTANG,SD,N,-0.4304,109.485,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD NEGERI 03 KUALA MANDOR B,SD,N,0.2508,109.5273,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SMP MUKTI TAMA,SMP,S,-0.8044,109.7946,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 30 SUNGAI KAKAP,SD,N,-0.1228,109.1526,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 08 SUNGAI KAKAP,SD,N,-0.0563,109.1859,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SD NEGERI 24 TELUK PAKEDAI,SD,N,-0.253,109.214,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMPN 8 SATU ATAP SUNGAI AMBAWANG,SMP,N,-0.0957,109.5554,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD SANTA URSULA,SD,S,-0.0286,109.626,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SMP NEGERI 4 BATU AMPAR,SMP,N,-0.7856,109.4564,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SMP NEGERI 2 BATU AMPAR,SMP,N,-0.7556,109.5335,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP NEGERI 10 SATU ATAP SUNGAI RAYA,SMP,N,-0.2152,109.5408,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP TUNAS MUDA,SMP,S,-0.7559,109.8666,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMP ISLAM AL BAARIQ,SMP,S,-0.0354,109.4415,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 43 SUNGAI KAKAP,SD,N,-0.0005,109.2829,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 26 KUBU,SD,N,-0.4707,109.3926,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMP NEGERI 4 SUNGAI KAKAP SATU ATAP,SMP,N,-0.3611,109.5552,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP NEGERI 1 SUNGAI RAYA,SMP,N,-0.1045,109.4097,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SMPN 4 RASAU JAYA,SMP,N,-0.228,109.338,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 42 SUNGAI KAKAP,SD,N,-0.1403,109.1439,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 36 SUNGAI KAKAP,SD,N,0.0274,109.1825,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMP ISLAMIYAH,SMP,S,-0.1321,109.5291,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMPS BUMI KHATULISTIWA,SMP,S,-0.0963,109.3802,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SD NEGERI 09 TELUK PAKEDAI,SD,N,-0.3241,109.152,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMAN 1 SUNGAI RAYA,SMA,N,-0.0761,109.376,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SDN 67 SUNGAI RAYA,SD,N,-0.2487,109.4768,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 43 SUNGAI RAYA,SD,N,-0.222,109.9299,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP ISLAM AL MAARIF,SMP,S,-0.165544,109.861165,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD Negeri 07 Sungai Ambawang,SD,N,-0.0282,109.3903,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD KRISTEN IMANUEL II,SD,S,-0.0802,109.3841,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 20 KUBU,SD,N,-0.4656,109.3374,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 03 BATU AMPAR,SD,N,-0.8549,109.2756,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 13 SUNGAI RAYA,SD,N,-0.1783,109.8923,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 34 KUBU,SD,N,-0.5062,109.22,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 39 KUBU,SD,N,-0.3158,109.3981,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP HARAPAN BANGSA,SMP,S,-0.1167,109.4892,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SD NEGERI 12 RASAU JAYA,SD,N,-0.2543,109.2455,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 40 SUNGAI KAKAP,SD,N,-0.0188,109.2587,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMP NEGERI 1 SUNGAI KAKAP,SMP,N,-0.0565,109.1934,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMAN 5 SUNGAI RAYA,SMA,N,-0.11968,109.488901,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMK TARUNA BAKTI,SMK,S,-0.2948457,109.6113912,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMKN 1 SUNGAI RAYA,SMK,N,-0.1837,109.4079,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SMA NEGERI 2 RASAU JAYA,SMA,N,,,147307,5541376.0,1880198,False
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SMP NEGERI 7 KUALA MANDOR B,SMP,N,0.0913,109.4515,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SD NEGERI 02 TELUK PAKEDAI,SD,N,-0.2913,109.1371,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 48 SUNGAI KAKAP,SD,N,-0.2481,109.119,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SMP NEGERI 6 KUBU,SMP,N,-0.3681,109.5804,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 01 SUNGAI RAYA,SD,N,-0.1166,109.4108,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 46 SUNGAI KAKAP,SD,N,-0.1409,109.1989,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 41 SUNGAI AMBAWANG,SD,N,-0.034,109.3768,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 18 SUNGAI AMBAWANG,SD,N,-0.031,109.6061,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 06 SUNGAI KAKAP,SD,N,-0.0766,109.2225,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SMP Negeri 6 KUALA MANDOR B,SMP,N,0.1488,109.4091,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 30 SUNGAI RAYA,SD,N,-0.1504,109.4627,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD BORNEO,SD,S,-0.299,109.5291,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SMP NEGERI 3 TERENTANG,SMP,N,-0.4525,109.5032,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 70 SUNGAI RAYA,SD,N,-0.2827,109.5144,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMPS AL BAISUNY,SMP,S,-0.1321,109.5705,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 32 KUBU,SD,N,-0.9596,109.6164,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SMP NEGERI 3 KUBU,SMP,N,-0.3545,109.4106,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 01 SUNGAI KAKAP,SD,N,-0.1256,109.2448,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 02 SUNGAI RAYA,SD,N,-0.0695,109.3874,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 19 SUNGAI AMBAWANG,SD,N,-0.0144,109.4283,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 23 BATU AMPAR,SD,N,-0.7523,109.5394,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 07 SUNGAI RAYA,SD,N,-0.113,109.4089,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SDN 20 Teluk Pakedai,SD,N,-0.3105,109.1579,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SDN 56 SUNGAI RAYA,SD,N,-0.0151,109.6805,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMPN 16 SATAP SUNGAI KAKAP,SMP,N,-0.0889,109.2485,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 04 BATU AMPAR,SD,N,-0.7742,109.5157,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 42 SUNGAI RAYA,SD,N,-0.0621,109.3664,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SLBN RASAU JAYA,SLB,N,-0.2614,109.3658,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SMP NEGERI 1 KUALA MANDOR B,SMP,N,0.0587,109.5715,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SMPN 10 SATAP KUBU,SMP,N,-0.4753,109.5556,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SD NEGERI 02 TERENTANG,SD,N,-0.3601,109.5777,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 09 BATU AMPAR,SD,N,-0.77,109.5731,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 46 SUNGAI RAYA,SD,N,-0.0912,109.4106,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 36 KUBU,SD,N,-0.7915,109.2631,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 06 BATU AMPAR,SD,N,-0.7943,109.3003,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 58 SUNGAI RAYA,SD,N,-0.1097,109.3968,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMKN 2 SUNGAI RAYA,SMK,N,-0.219052,109.724337,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SMAN 1 TELUK PAKEDAI,SMA,N,-0.3101,109.1663,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 49 SUNGAI RAYA,SD,N,-0.3312,109.6019,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD NEGERI 08 KUALA MANDOR B,SD,N,0.0548,109.5101,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 37 SUNGAI KAKAP,SD,N,-0.0072,109.1949,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMP KARYA NYATA PUNGGUR,SMP,S,-0.1273,109.2479,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 25 KUBU,SD,N,-0.3762,109.4041,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 19 BATU AMPAR,SD,N,-0.4302,109.9627,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD ISLAM HIDAYATUL AULAD,SD,S,0.0428,109.491,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 27 SUNGAI AMBAWANG,SD,N,-0.0535,109.608,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 23 SUNGAI AMBAWANG,SD,N,-0.0685,109.4772,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SMPN 6 BATU AMPAR,SMP,N,-0.8034,109.2784,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SDS ISLAM RAUDHATUL ULUM,SD,S,-0.116053,109.607455,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SD NEGERI 13 BATU AMPAR,SD,N,-0.7512,109.5536,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SMP NEGERI 1 RASAU JAYA,SMP,N,-0.257,109.3671,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 29 SUNGAI KAKAP,SD,N,-0.1883,109.0907,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 39 SUNGAI KAKAP,SD,N,-0.1035,109.2004,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 10 SUNGAI KAKAP,SD,N,-0.0641,109.2557,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMP NEGERI 3 SUNGAI AMBAWANG,SMP,N,-0.0295,109.3921,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD NEGERI 11 KUALA MANDOR B,SD,N,0.0791,109.491,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SMAN 1 KUBU,SMA,N,-0.488,109.3814,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 03 SUNGAI RAYA,SD,N,-0.1535,109.4223,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 03 KUBU,SD,N,-0.4049,109.2815,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMAN 3 SUNGAI AMBAWANG,SMA,N,-0.1313,109.6528,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SMKN 1 KUALA MANDOR B,SMK,N,0.175719,109.529646,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMAS PELITA RAYA,SMA,S,-0.271796,109.503424,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP BOEDI OETOMO,SMP,S,-0.1098,109.4018,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD NEGERI 20 KUALA MANDOR B,SD,N,0.0628,109.5659,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 26 SUNGAI KAKAP,SD,N,-0.0809,109.2514,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 27 SUNGAI KAKAP,SD,N,-0.0129,109.2327,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SD NEGERI 11 TERENTANG,SD,N,-0.4175,109.632,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 12 SUNGAI RAYA,SD,N,-0.2802,109.5576,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 05 SUNGAI AMBAWANG,SD,N,-0.1472,109.5545,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SD NEGERI 10 RASAU JAYA,SD,N,-0.2699,109.2867,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD AL IBROHIMY,SD,S,-0.223608,109.691221,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SDS KARTIKA V-10IIIB,SD,S,-0.0709,109.3747,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SMKS ABADI KHATULISTIWA,SMK,S,0.0957,109.4411,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMK PELANGI NUSANTARA,SMK,S,-0.1268,109.2478,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMPN 12 SATU ATAP SUNGAI AMBAWANG,SMP,N,-0.0617,109.5097,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 36 SUNGAI RAYA,SD,N,-0.1902,109.9434,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SD NEGERI 13 RASAU JAYA,SD,N,-0.2501,109.4059,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD DUTA MEKAR MULYA,SD,S,-0.2939,109.5744,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 06 SUNGAI AMBAWANG,SD,N,-0.0563,109.4568,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 28 SUNGAI KAKAP,SD,N,-0.0671,109.225,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Terentang,SD NEGERI 14 TERENTANG,SD,N,-0.4515,109.5015,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SMPN 05 SATU ATAP KUALA MANDOR B,SMP,N,-0.0102,109.4487,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 16 SUNGAI RAYA,SD,N,-0.2155,109.5024,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SMPI MAMBAUL ULUM,SMP,S,-0.1174,109.2696,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SMPN 6 TELUK PAKEDAI,SMP,N,-0.4304,109.141,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SD NEGERI 55 SUNGAI RAYA,SD,N,-0.3547,109.614,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SD NEGERI 16 SUNGAI AMBAWANG,SD,N,-0.1346,109.5415,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Raya,SMP NEGERI 4 SUNGAI RAYA,SMP,N,-0.0777,109.3987,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Telok Pakedai,SD NEGERI 15 TELUK PAKEDAI,SD,N,-0.3626,109.1765,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMP NEGERI 5 SUNGAI AMBAWANG,SMP,N,0.0111,109.7119,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kubu,SD NEGERI 04 KUBU,SD,N,-0.0568,109.2556,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Kuala Mandor B,SD NEGERI 16 KUALA MANDOR B,SD,N,-0.0161,109.5626,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Ambawang,SMP NEGERI 1 SUNGAI AMBAWANG,SMP,N,-0.0387,109.5617,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Batu Ampar,SMKS AWALUDDIN BATU AMPAR,SMK,S,-0.75,109.5385,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Rasau Jaya,SD NEGERI 15 RASAU JAYA,SD,N,-0.298,109.3977,147307,5541376.0,1880198,True
KALIMANTAN BARAT,Kab. Kuburaya,Kec. Sungai Kakap,SD NEGERI 33 SUNGAI KAKAP,SD,N,-0.0392,109.1718,147307,5541376.0,1880198,True
