date,city,province,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,et0_fao_evapotranspiration,vapor_pressure_deficit_max,shortwave_radiation_sum,sunshine_hours,is_dry_day,high_fire_danger,month,year,season
2025-02-12,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.9,23.9,26.9,1.3,1.3,10.3,28.4,86,97,62,4.04,1.76,19.3,7.15,1,0,2,2025,Wet Season (Nov-May)
2025-02-13,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.3,24.2,27.7,0.3,0.3,7.9,22.3,81,98,56,4.27,2.1,19.63,9.45,1,0,2,2025,Wet Season (Nov-May)
2025-02-14,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.4,23.8,27.4,2.4,2.4,10.5,22.0,84,97,61,3.96,1.92,18.55,8.11,0,0,2,2025,Wet Season (Nov-May)
2025-02-15,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.6,23.8,26.4,12.9,12.9,8.7,27.0,88,98,72,3.19,1.14,15.11,5.62,0,0,2,2025,Wet Season (Nov-May)
2025-02-16,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,23.3,26.5,7.8,7.8,10.3,24.5,87,98,65,3.87,1.63,18.69,6.85,0,0,2,2025,Wet Season (Nov-May)
2025-02-17,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.5,23.4,25.6,26.7,26.7,5.8,20.5,91,100,74,2.73,1.08,13.11,3.71,0,0,2,2025,Wet Season (Nov-May)
2025-02-18,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.0,23.9,26.6,8.3,8.3,11.5,22.3,86,99,64,3.9,1.59,18.37,6.35,0,0,2,2025,Wet Season (Nov-May)
2025-02-19,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.9,23.5,26.4,21.2,21.2,8.5,25.9,86,98,65,4.19,1.54,20.55,10.47,0,0,2,2025,Wet Season (Nov-May)
2025-02-20,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.8,23.2,26.4,6.1,6.1,8.5,22.3,86,99,62,3.7,1.7,17.36,7.04,0,0,2,2025,Wet Season (Nov-May)
2025-02-21,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.0,24.4,26.9,3.2,3.2,8.6,24.8,87,99,66,3.87,1.54,18.77,9.67,0,0,2,2025,Wet Season (Nov-May)
2025-02-22,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.8,23.8,26.7,31.2,31.2,7.4,20.2,88,99,64,4.07,1.7,19.72,9.53,0,0,2,2025,Wet Season (Nov-May)
2025-02-23,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,28.2,23.4,25.8,6.0,6.0,8.4,22.3,90,99,77,2.19,0.88,10.63,2.1,0,0,2,2025,Wet Season (Nov-May)
2025-02-24,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.3,23.4,26.6,6.6,6.6,12.7,26.3,85,98,64,3.63,1.65,17.06,7.66,0,0,2,2025,Wet Season (Nov-May)
2025-02-25,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,23.2,26.3,27.1,27.1,11.4,25.6,87,99,63,4.01,1.7,19.4,9.56,0,0,2,2025,Wet Season (Nov-May)
2025-02-26,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.9,23.1,25.6,16.0,16.0,10.8,23.0,90,100,69,2.98,1.28,14.57,4.16,0,0,2,2025,Wet Season (Nov-May)
2025-02-27,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,23.4,26.4,20.1,20.1,9.1,23.8,88,100,63,3.76,1.74,18.21,7.08,0,0,2,2025,Wet Season (Nov-May)
2025-02-28,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.1,24.1,26.0,16.2,16.2,9.2,31.0,90,99,70,3.26,1.29,16.15,8.42,0,0,2,2025,Wet Season (Nov-May)
2025-03-01,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.0,23.7,26.8,6.2,6.2,7.7,23.8,88,100,61,4.1,1.83,20.04,10.2,0,0,3,2025,Wet Season (Nov-May)
2025-03-02,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.9,23.6,26.4,9.7,9.7,9.6,21.2,89,99,67,2.98,1.48,14.18,3.31,0,0,3,2025,Wet Season (Nov-May)
2025-03-03,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.8,23.8,26.3,21.7,21.7,8.9,27.0,89,99,67,3.93,1.57,19.04,7.01,0,0,3,2025,Wet Season (Nov-May)
2025-03-04,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.2,23.7,25.8,19.6,19.6,8.6,22.3,91,100,76,2.61,0.97,12.65,4.57,0,0,3,2025,Wet Season (Nov-May)
2025-03-05,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.0,23.5,26.5,16.8,16.8,12.4,27.4,90,99,66,4.11,1.62,19.84,8.6,0,0,3,2025,Wet Season (Nov-May)
2025-03-06,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.2,24.1,26.6,23.4,23.4,10.3,29.9,89,100,70,4.02,1.38,19.72,9.48,0,0,3,2025,Wet Season (Nov-May)
2025-03-07,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,27.2,23.6,24.7,32.9,32.9,11.6,29.5,95,99,84,1.6,0.58,7.75,1.0,0,0,3,2025,Wet Season (Nov-May)
2025-03-08,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.3,23.3,26.9,17.7,17.7,10.4,29.2,85,99,59,4.5,1.98,21.47,10.08,0,0,3,2025,Wet Season (Nov-May)
2025-03-09,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.8,23.7,26.2,28.4,28.4,9.4,24.5,90,100,67,3.56,1.45,17.47,9.53,0,0,3,2025,Wet Season (Nov-May)
2025-03-10,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.7,23.9,26.9,20.1,20.1,7.7,18.0,85,99,60,3.99,1.84,18.66,8.07,0,0,3,2025,Wet Season (Nov-May)
2025-03-11,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.1,24.3,26.9,1.2,1.2,12.9,31.0,84,96,68,3.22,1.35,14.72,5.94,1,0,3,2025,Wet Season (Nov-May)
2025-03-12,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.4,23.2,26.8,37.4,37.4,11.6,27.7,86,99,57,4.38,2.21,20.96,8.23,0,0,3,2025,Wet Season (Nov-May)
2025-03-13,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.3,23.3,26.8,16.4,16.4,9.3,20.2,88,100,62,4.5,1.83,21.5,8.73,0,0,3,2025,Wet Season (Nov-May)
2025-03-14,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.3,23.8,27.0,16.3,16.3,13.0,25.9,87,99,62,4.38,1.85,21.1,8.28,0,0,3,2025,Wet Season (Nov-May)
2025-03-15,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.4,23.3,26.3,25.2,25.2,10.2,26.3,88,99,64,3.93,1.63,19.17,6.46,0,0,3,2025,Wet Season (Nov-May)
2025-03-16,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.3,23.8,26.9,1.0,1.0,12.8,32.8,85,99,60,4.15,1.8,19.74,9.56,1,0,3,2025,Wet Season (Nov-May)
2025-03-17,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.0,23.4,25.8,0.2,0.2,8.3,21.2,88,99,70,2.33,1.21,11.01,3.25,1,0,3,2025,Wet Season (Nov-May)
2025-03-18,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.6,23.0,26.2,6.2,6.2,16.2,33.8,88,99,69,3.5,1.36,17.08,8.38,0,0,3,2025,Wet Season (Nov-May)
2025-03-19,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.3,23.6,26.5,7.4,7.4,13.9,31.0,87,97,64,3.85,1.64,18.37,8.2,0,0,3,2025,Wet Season (Nov-May)
2025-03-20,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,27.9,23.3,25.0,27.5,27.5,8.9,31.0,95,99,87,1.85,0.48,9.12,2.31,0,0,3,2025,Wet Season (Nov-May)
2025-03-21,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.9,23.7,25.9,12.0,12.0,16.0,34.9,89,99,66,3.34,1.5,16.14,6.01,0,0,3,2025,Wet Season (Nov-May)
2025-03-22,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.1,24.0,26.1,6.1,6.1,7.1,20.9,90,99,71,2.97,1.24,14.26,5.54,0,0,3,2025,Wet Season (Nov-May)
2025-03-23,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.4,23.6,26.9,13.1,13.1,14.0,28.1,88,100,63,4.71,1.78,22.76,10.63,0,0,3,2025,Wet Season (Nov-May)
2025-03-24,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,23.5,26.6,19.2,19.2,13.4,32.8,88,100,68,4.03,1.47,19.78,8.74,0,0,3,2025,Wet Season (Nov-May)
2025-03-25,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.6,23.3,26.2,24.0,24.0,9.0,31.0,92,99,75,3.13,1.09,15.43,5.0,0,0,3,2025,Wet Season (Nov-May)
2025-03-26,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,24.5,27.1,9.2,9.2,9.3,25.2,89,100,69,3.53,1.42,17.15,7.53,0,0,3,2025,Wet Season (Nov-May)
2025-03-27,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.0,23.2,28.0,4.9,4.9,13.4,40.3,85,98,62,5.05,1.92,23.76,10.08,0,0,3,2025,Wet Season (Nov-May)
2025-03-28,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.4,24.1,27.4,4.4,4.4,9.2,29.9,86,98,65,4.23,1.71,19.9,7.92,0,0,3,2025,Wet Season (Nov-May)
2025-03-29,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,23.7,26.5,29.2,29.2,11.0,30.6,90,99,68,3.8,1.5,18.46,8.61,0,0,3,2025,Wet Season (Nov-May)
2025-03-30,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.9,23.9,26.9,20.2,20.2,7.4,23.0,88,100,66,3.59,1.61,17.05,7.2,0,0,3,2025,Wet Season (Nov-May)
2025-03-31,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.8,24.5,27.7,7.9,7.9,9.6,25.9,85,98,63,4.9,1.86,23.26,10.75,0,0,3,2025,Wet Season (Nov-May)
2025-04-01,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,28.7,23.8,25.7,21.4,21.4,10.4,25.2,92,99,74,2.14,1.03,10.12,1.87,0,0,4,2025,Wet Season (Nov-May)
2025-04-02,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.0,23.9,26.3,13.2,13.2,6.8,25.2,89,99,70,3.19,1.24,15.58,6.36,0,0,4,2025,Wet Season (Nov-May)
2025-04-03,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.4,23.5,25.9,14.2,14.2,11.5,27.0,92,99,71,3.16,1.27,15.49,5.37,0,0,4,2025,Wet Season (Nov-May)
2025-04-04,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.4,23.9,26.5,4.9,4.9,8.2,20.9,89,100,71,3.4,1.25,16.68,7.74,0,0,4,2025,Wet Season (Nov-May)
2025-04-05,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.6,24.0,26.1,26.2,26.2,10.0,23.4,91,100,73,2.71,1.13,12.96,5.38,0,0,4,2025,Wet Season (Nov-May)
2025-04-06,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.5,23.4,25.0,24.8,24.8,11.8,28.8,94,100,77,2.27,0.96,11.15,3.72,0,0,4,2025,Wet Season (Nov-May)
2025-04-07,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.1,23.5,26.4,19.6,19.6,8.8,23.0,90,100,69,3.77,1.4,18.34,7.79,0,0,4,2025,Wet Season (Nov-May)
2025-04-08,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.1,23.3,25.8,33.6,33.6,9.3,28.1,90,100,66,3.65,1.54,18.07,9.21,0,0,4,2025,Wet Season (Nov-May)
2025-04-09,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.6,23.6,26.3,8.9,8.9,9.3,20.2,87,99,70,2.52,1.26,11.88,3.46,0,0,4,2025,Wet Season (Nov-May)
2025-04-10,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.9,24.7,27.6,15.9,15.9,10.8,22.7,84,98,61,4.11,1.84,19.63,9.88,0,0,4,2025,Wet Season (Nov-May)
2025-04-11,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.0,23.8,25.9,12.8,12.8,8.3,21.2,92,99,73,2.81,1.15,13.86,5.19,0,0,4,2025,Wet Season (Nov-May)
2025-04-12,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.5,23.9,27.1,13.0,13.0,10.6,22.3,86,99,61,4.34,1.92,20.8,9.52,0,0,4,2025,Wet Season (Nov-May)
2025-04-13,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.1,23.5,25.7,36.9,36.9,8.7,23.8,91,99,74,2.58,1.04,12.37,6.35,0,0,4,2025,Wet Season (Nov-May)
2025-04-14,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,23.4,26.4,34.7,34.7,11.9,32.8,88,99,66,4.15,1.57,20.14,9.39,0,0,4,2025,Wet Season (Nov-May)
2025-04-15,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.8,23.9,26.7,22.2,22.2,10.5,21.6,87,100,67,2.98,1.46,13.71,3.68,0,0,4,2025,Wet Season (Nov-May)
2025-04-16,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.4,23.6,26.9,13.9,13.9,10.3,30.2,87,99,69,4.12,1.44,19.98,11.0,0,0,4,2025,Wet Season (Nov-May)
2025-04-17,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,28.4,23.9,26.1,15.1,15.1,10.7,23.4,89,99,76,2.32,0.91,10.92,0.93,0,0,4,2025,Wet Season (Nov-May)
2025-04-18,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.6,23.8,26.4,0.0,0.0,8.1,27.4,85,96,69,2.75,1.3,13.08,6.62,1,0,4,2025,Wet Season (Nov-May)
2025-04-19,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.4,24.3,28.0,0.8,0.8,7.8,20.9,80,92,58,4.3,1.97,20.22,11.0,1,0,4,2025,Wet Season (Nov-May)
2025-04-20,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.1,24.4,27.6,4.5,4.5,11.0,33.5,84,97,63,4.34,1.76,20.8,10.45,0,0,4,2025,Wet Season (Nov-May)
2025-04-21,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.4,23.3,26.4,16.7,16.7,8.4,24.1,88,99,70,3.39,1.29,16.38,8.31,0,0,4,2025,Wet Season (Nov-May)
2025-04-22,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.5,23.8,26.6,8.4,8.4,11.0,27.7,88,97,69,3.49,1.31,17.23,8.57,0,0,4,2025,Wet Season (Nov-May)
2025-04-23,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,23.9,26.9,6.4,6.4,7.5,19.1,89,100,66,3.6,1.56,17.47,9.71,0,0,4,2025,Wet Season (Nov-May)
2025-04-24,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.2,23.4,25.9,25.0,25.0,8.8,25.6,91,99,68,3.17,1.34,15.64,8.15,0,0,4,2025,Wet Season (Nov-May)
2025-04-25,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.6,24.1,26.0,3.5,3.5,5.6,17.3,92,99,73,2.52,1.11,12.15,4.75,0,0,4,2025,Wet Season (Nov-May)
2025-04-26,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,23.6,26.9,3.7,3.7,12.4,25.6,87,99,62,4.09,1.75,19.87,8.7,0,0,4,2025,Wet Season (Nov-May)
2025-04-27,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.0,23.5,26.5,10.9,10.9,7.6,24.1,86,99,64,3.93,1.6,18.99,8.29,0,0,4,2025,Wet Season (Nov-May)
2025-04-28,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,23.6,26.6,2.6,2.6,12.5,30.2,86,97,65,3.86,1.59,18.83,10.07,0,0,4,2025,Wet Season (Nov-May)
2025-04-29,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.2,23.5,26.1,5.9,5.9,10.5,33.1,90,99,69,3.25,1.31,15.92,7.07,0,0,4,2025,Wet Season (Nov-May)
2025-04-30,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.2,23.9,27.1,0.8,0.8,7.2,22.3,86,99,59,4.3,1.94,20.62,10.29,1,0,4,2025,Wet Season (Nov-May)
2025-05-01,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.5,23.8,28.1,0.3,0.3,6.8,18.0,81,98,59,4.71,2.02,22.37,11.49,1,0,5,2025,Wet Season (Nov-May)
2025-05-02,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.0,25.0,27.5,0.9,0.9,7.2,24.8,85,95,66,3.22,1.54,15.35,6.81,1,0,5,2025,Wet Season (Nov-May)
2025-05-03,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.3,24.3,27.5,4.9,4.9,5.9,20.5,85,97,66,3.73,1.55,18.03,9.65,0,0,5,2025,Wet Season (Nov-May)
2025-05-04,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.1,24.6,27.9,7.9,7.9,9.2,22.3,85,100,62,4.22,1.93,19.93,10.83,0,0,5,2025,Wet Season (Nov-May)
2025-05-05,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.1,23.9,26.9,17.4,17.4,8.1,21.2,89,99,64,3.81,1.71,18.51,8.68,0,0,5,2025,Wet Season (Nov-May)
2025-05-06,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.5,24.6,27.8,6.4,6.4,7.6,28.4,85,100,60,4.33,1.95,20.88,11.23,0,0,5,2025,Wet Season (Nov-May)
2025-05-07,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.9,25.3,28.8,0.2,0.2,7.1,20.9,79,96,57,4.45,2.12,20.75,11.0,1,0,5,2025,Wet Season (Nov-May)
2025-05-08,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.5,24.5,28.3,14.9,14.9,15.1,29.2,82,97,57,4.56,2.2,21.34,11.36,0,0,5,2025,Wet Season (Nov-May)
2025-05-09,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.6,23.9,26.0,23.7,23.7,12.4,30.2,92,99,75,2.83,1.04,14.19,8.07,0,0,5,2025,Wet Season (Nov-May)
2025-05-10,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.0,24.2,26.7,3.1,3.1,8.2,23.4,90,99,71,3.22,1.29,15.47,5.09,0,0,5,2025,Wet Season (Nov-May)
2025-05-11,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.1,23.8,26.8,32.4,32.4,10.9,27.0,88,100,65,4.22,1.66,20.46,10.81,0,0,5,2025,Wet Season (Nov-May)
2025-05-12,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.4,23.5,26.1,6.4,6.4,9.0,24.8,91,99,71,3.04,1.27,14.93,7.14,0,0,5,2025,Wet Season (Nov-May)
2025-05-13,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.3,24.3,27.7,1.7,1.7,8.1,20.9,86,99,62,3.85,1.82,18.47,10.76,1,0,5,2025,Wet Season (Nov-May)
2025-05-14,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.1,24.2,27.0,11.9,11.9,8.9,24.5,88,99,69,3.54,1.39,17.22,9.66,0,0,5,2025,Wet Season (Nov-May)
2025-05-15,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,24.7,26.6,9.0,9.0,13.8,29.2,90,99,66,3.13,1.54,15.22,8.05,0,0,5,2025,Wet Season (Nov-May)
2025-05-16,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.4,24.2,27.5,13.7,13.7,11.2,23.4,87,99,64,4.2,1.77,20.09,10.92,0,0,5,2025,Wet Season (Nov-May)
2025-05-17,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.3,23.6,26.6,23.6,23.6,9.8,23.8,87,99,65,3.82,1.54,18.45,10.0,0,0,5,2025,Wet Season (Nov-May)
2025-05-18,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.6,24.2,27.0,4.3,4.3,9.7,21.2,87,99,65,3.82,1.63,18.2,9.47,0,0,5,2025,Wet Season (Nov-May)
2025-05-19,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.0,24.4,26.9,17.7,17.7,8.6,31.7,88,99,65,3.61,1.65,17.45,8.51,0,0,5,2025,Wet Season (Nov-May)
2025-05-20,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.1,23.7,26.4,15.8,15.8,10.0,24.1,90,100,69,3.12,1.38,15.31,6.97,0,0,5,2025,Wet Season (Nov-May)
2025-05-21,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.3,24.5,26.4,3.5,3.5,10.1,21.6,92,100,75,3.01,1.08,14.77,6.77,0,0,5,2025,Wet Season (Nov-May)
2025-05-22,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.3,24.1,26.8,12.6,12.6,8.1,21.6,90,99,63,3.75,1.77,18.31,9.32,0,0,5,2025,Wet Season (Nov-May)
2025-05-23,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.4,24.4,26.6,14.1,14.1,9.3,27.7,90,99,72,3.02,1.18,14.57,7.06,0,0,5,2025,Wet Season (Nov-May)
2025-05-24,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.0,23.9,28.2,0.2,0.2,7.2,18.0,82,98,60,4.41,2.02,20.82,11.11,1,0,5,2025,Wet Season (Nov-May)
2025-05-25,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.0,25.4,28.2,13.6,13.6,10.1,22.0,86,99,63,4.24,1.87,20.07,11.12,0,0,5,2025,Wet Season (Nov-May)
2025-05-26,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.2,24.1,26.8,54.1,54.1,9.4,25.9,90,99,68,3.62,1.54,17.58,8.0,0,0,5,2025,Wet Season (Nov-May)
2025-05-27,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,27.8,24.2,25.7,25.7,25.7,7.2,21.6,93,99,81,1.78,0.7,8.48,1.89,0,0,5,2025,Wet Season (Nov-May)
2025-05-28,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.2,24.6,27.9,2.5,2.5,8.3,22.0,83,99,60,3.54,1.92,16.32,8.87,0,0,5,2025,Wet Season (Nov-May)
2025-05-29,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,33.3,24.5,28.5,2.5,2.5,11.7,30.2,82,99,57,4.38,2.21,20.45,11.26,0,0,5,2025,Wet Season (Nov-May)
2025-05-30,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.9,24.2,27.4,9.7,9.7,15.6,37.8,84,99,56,4.05,2.2,19.01,9.06,0,0,5,2025,Wet Season (Nov-May)
2025-05-31,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.3,23.6,25.8,10.2,10.2,8.2,27.4,92,99,69,2.62,1.32,12.78,5.64,0,0,5,2025,Wet Season (Nov-May)
2025-06-01,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,28.7,24.0,25.8,11.1,11.1,6.2,17.3,92,100,74,2.09,1.01,9.81,2.82,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-02,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,29.8,23.6,26.3,2.4,2.4,8.0,17.3,86,100,66,2.82,1.41,13.04,6.68,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-03,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.5,24.5,27.2,0.0,0.0,6.4,16.2,83,96,64,2.78,1.54,12.63,3.83,1,0,6,2025,Dry Season (Jun-Oct)
2025-06-04,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,24.3,27.2,5.9,5.9,6.3,19.8,86,97,65,3.73,1.59,18.18,10.43,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-05,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.2,23.9,27.1,3.4,3.4,11.0,25.9,88,99,67,3.97,1.5,19.36,10.86,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-06,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.5,23.7,27.9,0.0,0.0,9.0,20.2,81,99,57,4.3,2.08,20.04,11.0,1,0,6,2025,Dry Season (Jun-Oct)
2025-06-07,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.9,23.1,27.1,4.5,4.5,17.3,42.8,83,98,60,4.17,1.86,19.61,10.9,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-08,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.1,24.4,27.1,4.9,4.9,11.9,27.7,86,99,62,3.96,1.8,19.17,10.7,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-09,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.2,24.6,26.9,7.6,7.6,5.6,18.4,89,100,65,3.38,1.57,16.33,9.1,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-10,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.8,24.2,27.3,10.0,10.0,10.0,22.7,84,100,59,4.15,1.93,19.67,10.0,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-11,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,30.4,23.7,26.3,8.5,8.5,11.2,23.0,91,99,70,3.06,1.29,15.1,6.97,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-12,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.1,24.4,27.4,0.0,0.0,13.7,32.8,86,99,65,3.71,1.59,17.67,10.0,1,0,6,2025,Dry Season (Jun-Oct)
2025-06-13,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.2,24.2,27.0,16.2,16.2,10.3,28.8,88,99,63,4.03,1.75,19.54,9.5,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-14,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.0,24.0,27.2,0.2,0.2,10.6,27.7,85,98,64,3.58,1.59,17.24,9.8,1,0,6,2025,Dry Season (Jun-Oct)
2025-06-15,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,32.2,24.8,27.3,15.5,15.5,17.6,35.6,86,98,63,3.95,1.76,18.87,10.09,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-16,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.8,24.7,27.5,2.8,2.8,11.5,27.7,84,99,59,4.27,1.91,20.51,11.23,0,0,6,2025,Dry Season (Jun-Oct)
2025-06-17,Palangkaraya,Kalimantan Tengah,-2.2135,113.9108,31.5,24.3,27.0,2.9,2.9,10.4,37.1,86,99,66,4.1,1.56,20.12,11.16,0,0,6,2025,Dry Season (Jun-Oct)
